Name,Email,Created,Onboarding Percentage,StagesHistory New Date Time,StagesHistory Onboarding Date Time,StagesHistory Launched Date Time,Reference By,Referral Name,Platform,Lead Source,CSM,Status
The Very Good Solar Company,don@theverygoodsolarcompany.com,30-09-2024 20:58,0,30-09-2024 20:58,,,,,Sales Enablement,Website,,Demo
Solar Dynamics Inc,charlesfdiaz@outlook.com,01-10-2024 01:31,66.67,,14-10-2024 22:46,25-10-2024 20:52,brightstar,,Sales Enablement,,Matthew Kronwald(mkronwald@subcontractorhub.com),Launched
Bullet Solar Solutions,mark@bulletev.com,01-10-2024 16:08,100,,01-10-2024 16:08,,,,Marketplace,,,Approved
Lone Star Solar Services LLC,freddy@lonestarsolarservices.com,01-10-2024 18:20,100,,,04-12-2023 17:39,solrite,Ryan Higgins,Sales Enablement,Referral,Jeff Darling(jdarling@subcontractorhub.com),Onboarding
Cannon Solar,daquan@cannonenterprise.com,01-10-2024 21:07,100,01-10-2024 21:07,03-10-2024 17:33,,,,Sales Enablement,Website,Jeff Darling(jdarling@subcontractorhub.com),Ready To Launch
Arc Energy Solutions,projects@kerncountysolar.com,02-10-2024 15:18,77.78,,08-10-2024 13:33,22-10-2024 21:20,brightstar,,Sales Enablement,,Jeff Darling(jdarling@subcontractorhub.com),Launched
Storm Pro Energy,jon.g@stormproenergy.com,02-10-2024 19:49,55.56,02-10-2024 19:49,10-10-2024 19:07,,,,Sales Enablement,Website,Matthew Kronwald(mkronwald@subcontractorhub.com),Onboarding
Solar G,vardan@solarg.co,03-10-2024 00:33,0,,,,lightreach,,Sales Enablement,,,New
National Energy Installers LLC,mike@nationalenergyinstallers.com,03-10-2024 16:36,0,,,,brightstar,,Sales Enablement,,,Not Interested
Jaaz Solar Inc,deanperez41@gmail.com,04-10-2024 21:07,100,,04-10-2024 21:07,,,,Marketplace,,,Approved
Intelligent Solar Services,kevin@intelligent.solar,07-10-2024 15:22,0,07-10-2024 15:22,,,,Scanifly,Sales Enablement,Referral,,Demo
Transform Solar,admin@transformsolarfl.com,08-10-2024 13:17,0,,,,brightstar,,Sales Enablement,,,New
1 Click Solar,mmancuso@1clickhomesolutions.com,08-10-2024 17:18,55.56,,08-10-2024 17:33,,,,Sales Enablement,,,Onboarding
Immediate Solar LLC,production@immediatesolar.com,08-10-2024 19:24,77.78,,19-10-2024 00:21,,brightstar,,Sales Enablement,,Jeff Darling(jdarling@subcontractorhub.com),Onboarding
Pacific Sky Solar LLC,zareno@pacificskysolar.com,09-10-2024 00:02,55.56,,05-11-2024 18:37,,brightstar,,Sales Enablement,,Jeff Darling(jdarling@subcontractorhub.com),Onboarding
PowerOn Energy Inc,casey@poe.solar,09-10-2024 01:42,0,,,,brightstar,,Sales Enablement,,,Demo
NLITN,sample@nlitn.co,09-10-2024 22:13,66.67,,15-10-2024 15:34,,,,Sales Enablement,,,Onboarding
Pacific Allied Group,angie@pacificalliedgroup.com,10-10-2024 03:02,0,,,,brightstar,,Sales Enablement,,,New
Prosolar Group,Jorge.Ramos@prosolarflorida.com,10-10-2024 17:01,0,,14-10-2024 23:15,,brightstar,BrightStar,Sales Enablement,,,Onboarding
Nexis Solar,tnoe@nxispwr.com,10-10-2024 18:29,0,10-10-2024 18:29,,,,,Sales Enablement,LinkedIn,,Demo
Pats Electric and Solar LLC,seth@patselectric.com,10-10-2024 19:01,100,,10-10-2024 19:01,,,Earthbound Solar,Marketplace,Referral,,Approved
Pats Electric and Solar LLC,seth@patselectric.com,10-10-2024 19:01,0,10-10-2024 19:01,,,,Earthbound Solar,Sales Enablement,Referral,,New
Power Pro Solutions,mmunoz@wiredforexcellence.com,10-10-2024 19:33,0,,,,brightstar,,Sales Enablement,,,New
GoodPWR,customersuccess@goodpwr.com,11-10-2024 21:50,88.89,11-10-2024 21:50,15-10-2024 17:48,,,,Sales Enablement,Partnership,Jeff Darling(jdarling@subcontractorhub.com),Onboarding
Elbac Solar,bill@elbacsolar.com,11-10-2024 21:52,0,,,,lightreach,,Sales Enablement,,,New
Skyline Smart Energy,ds@skylinesmartenergy.com,11-10-2024 22:46,0,,,,brightstar,,Sales Enablement,,,New
Soleil Enterprises,customersuccess@sharesoleil.com,14-10-2024 22:14,0,14-10-2024 22:14,,,,,Sales Enablement,Partnership,,Negotiation
SUNCOR SOLAR,adam.najar@suncorsolar.com,15-10-2024 00:46,0,,,,brightstar,,Sales Enablement,,,Demo
Florida Power Services,joe@floridapowerservices.com,15-10-2024 15:21,0,,,,brightstar,,Sales Enablement,,,New
Bluenergy LLC,maria@bluenergysolar.com,15-10-2024 15:26,0,,,,brightstar,,Sales Enablement,,,New
Ease - Build Inc,jesse@ebuildinc.com,15-10-2024 17:22,0,,,,brightstar,,Sales Enablement,,,New
Local Solar,dtaylor@thelocalsolarcompany.com,15-10-2024 17:48,66.67,15-10-2024 17:48,21-10-2024 18:08,,,,Sales Enablement,Website,Craig Kersey(ckersey@subcontractorhub.com),Onboarding
PEP Solar,sm@pepsolar.com,15-10-2024 23:06,77.78,,25-10-2024 16:17,25-10-2024 20:44,brightstar,,Sales Enablement,,Jeff Darling(jdarling@subcontractorhub.com),Launched
EnergyScape Renewables,pschram@energyscaperenewables.com,16-10-2024 17:28,0,16-10-2024 17:28,,,,,Sales Enablement,Website,,Demo
My Smart House LLC,brenna@my-smarthouse.com,16-10-2024 18:38,0,,,,brightstar,,Sales Enablement,,,New
Florida Power Services Inc,joseph.forest@pgnmail.com,16-10-2024 21:29,0,16-10-2024 21:29,,,,,Sales Enablement,LinkedIn,,New
Energy Solar Inc,info@energysolarinc.com,16-10-2024 21:33,0,16-10-2024 21:33,,,,,Sales Enablement,Subcontractorhub,,New
Next Door Home Construction,admin@nextdoorsolar.com,16-10-2024 21:36,0,16-10-2024 21:36,,,,,Sales Enablement,Subcontractorhub,,New
Cyberdyne Construction LLC,brandon@cdsolarenergy.com,16-10-2024 21:37,0,16-10-2024 21:37,,,,,Sales Enablement,Subcontractorhub,,New
Solar Max Inc,tyler@getsolarmax.com,16-10-2024 21:42,0,16-10-2024 21:42,,,,,Sales Enablement,LinkedIn,,New
Green Home Systems,robbieh@greenhomesystems.com,16-10-2024 21:45,0,16-10-2024 21:45,,,,,Sales Enablement,Subcontractorhub,,Demo
BLC Builder Construction Inc DBA SunGrid Solar,ops@gosungrid.com,16-10-2024 21:47,0,16-10-2024 21:47,,,,,Sales Enablement,Subcontractorhub,,New
Solar Edge Pros LLC,huston@solaredgepros.com,16-10-2024 21:48,0,16-10-2024 21:48,,,,,Sales Enablement,LinkedIn,,New
WattSun Solar,codypeters@gmail.com,16-10-2024 21:53,0,16-10-2024 21:53,,,,,Sales Enablement,LinkedIn,,New
Plug it In Solar,info@plugitinsolar.com,16-10-2024 21:57,0,16-10-2024 21:57,,,,,Sales Enablement,Subcontractorhub,,New
Ease Build,jesse@ease-build.com,17-10-2024 18:30,0,17-10-2024 18:30,,,,BrightStar,Sales Enablement,Partnership,,Demo
Volt Home Pros,joe+epc@volthomepros.com,18-10-2024 15:06,33.33,,,,,,Sales Enablement,,,Negotiation
Planet Oath Energy Inc,Roberto@planetoath.com,18-10-2024 16:08,0,,,,brightstar,,Sales Enablement,,,New
Vertexbeta,brightstar@vertexbeta.com,18-10-2024 18:24,0,,,,brightstar,,Sales Enablement,,,New
Vector Energy LLC DBA Fusion Power,nhart@fusionpowerco.com,18-10-2024 18:31,0,,,,brightstar,,Sales Enablement,,,New
Just-In Case Electric,daniel@just-incaseelectric.com,18-10-2024 18:58,44.44,,,,brightstar,,Sales Enablement,,Jeff Darling(jdarling@subcontractorhub.com),Ready To Launch
Climate and Energy Solutions,mark@caeschico.com,18-10-2024 21:42,0,,,,brightstar,,Sales Enablement,,,New
Solar Data Pros,leroy@solardatapros.com,18-10-2024 22:36,0,18-10-2024 22:36,,,,,Sales Enablement,Website,,Demo
Sunsent Solar,michele@sunsent.com,19-10-2024 00:29,0,19-10-2024 00:29,,,,Scanifly,Sales Enablement,Partnership,,Demo
Spartan X,ashahin+construction@spartansolar.earth,19-10-2024 11:20,0,,19-10-2024 11:37,,,,Sales Enablement,,,Onboarding
A1 Solar,customersuccess@a1solar4u.com,21-10-2024 17:15,0,21-10-2024 17:15,,,,,Sales Enablement,Website,,Demo
Tropical Solar LLC,caraballo@tropicalsolarpr.com,21-10-2024 17:26,83.33,,,04-12-2023 17:39,solrite,Ryan Higgins,Sales Enablement,Referral,Jeff Darling(jdarling@subcontractorhub.com),Onboarding
Solar Artisans,customerservice@solarartisan.com,21-10-2024 22:57,44.44,21-10-2024 22:57,29-10-2024 01:21,,,Prat Soubbanarath,Sales Enablement,Referral,,Onboarding
4Tress Construction LLC dba Wasp US,luigi@wasp-us.com,22-10-2024 16:16,0,,,,brightstar,,Sales Enablement,,,New
Advanced Conservation Systems Inc,gary.p@advancedconservationsystems.com,22-10-2024 18:01,0,,,,brightstar,,Sales Enablement,,,Follow Up
Volt Home,mike.gigena@volthome.com,23-10-2024 13:26,0,,,,brightstar,,Sales Enablement,,Matthew Kronwald(mkronwald@subcontractorhub.com),New
Cervus Solar & Construction - SFC,peter@cervus-inc.com,23-10-2024 19:23,0,23-10-2024 19:23,,,,,Sales Enablement,Website,,Not Interested
Just In Case Electric LLC,Justin@just-nkelectric.com,23-10-2024 20:03,0,23-10-2024 20:03,,,,,Easy Quote,Website,,New
RAKKAR DEVELOPMENT & CONSTRUCTION,BRIDGIED@RPCCOMPANIES.COM,23-10-2024 21:38,0,,,,lightreach,,Sales Enablement,,,New
Southern Energy Distributors,customersuccess@southernenergydistributors.com,23-10-2024 21:42,66.67,23-10-2024 21:42,29-10-2024 15:43,,,,Sales Enablement,Referral,Eric Roberts(eroberts+admin@solarquote.com),Training
Rakkar Development & Construction,Bridgied@rpcompanies.com,23-10-2024 21:47,0,,,,lightreach,,Sales Enablement,,,New
Ambia Solar,customersuccess@ambiasolar.com,23-10-2024 23:49,0,23-10-2024 23:49,,,,,Sales Enablement,Website,,Demo
Luminate Energy,customersuccess@luminate.solar,24-10-2024 01:27,0,24-10-2024 01:27,,,,,Sales Enablement,Website,Craig Kersey(ckersey@subcontractorhub.com),Demo
Fulfill Power,customersuccess@fulfill.com,24-10-2024 21:42,0,24-10-2024 21:42,,,,,Sales Enablement,Partnership,,Negotiation
Opal Energy Group,customersuccess@opal.com,25-10-2024 03:22,0,25-10-2024 03:22,,,,Scanifly,Sales Enablement,Referral,,Demo
Sunrize Solar,customersuccess@solarize.com,28-10-2024 19:51,44.44,28-10-2024 19:51,,,,,Sales Enablement,Website,,Won
Energy Specialties Group,customersuccess@gmail.com,28-10-2024 20:09,0,28-10-2024 20:09,,,,,Sales Enablement,Website,,Demo
Okta,admin@oktasolar.com,29-10-2024 00:20,66.67,,30-10-2024 21:59,04-11-2024 21:06,,,Sales Enablement,,Craig Kersey(ckersey@subcontractorhub.com),Launched
Bright Home Energy,matt@brighthomeenergy.com,29-10-2024 22:33,0,,29-10-2024 22:34,,,,Sales Enablement,,Jeff Darling(jdarling@subcontractorhub.com),Onboarding
Bright Home Solar DBA Florida Power Management,support@fpmsolar.com,30-10-2024 16:19,0,,,,brightstar,,Sales Enablement,,,New
Clay Solar Installation Partners,karen@claysolarinstallationpartners.com,30-10-2024 16:27,0,30-10-2024 16:27,,,,,Sales Enablement,,,Demo
Sige Solar,info@sige-solar.com,30-10-2024 18:22,0,,,,lightreach,,Sales Enablement,,,New
NewCo Energy LLC,Everett@newcoenergy.com,30-10-2024 18:55,0,,,,storz,,Sales Enablement,,,New
Dynasty Electric,leonard@dynastyelectric.us,30-10-2024 19:04,0,30-10-2024 19:04,,,,,Sales Enablement,,,Not Interested
Direct Energy of Florida,jon@directenergyfl.com,30-10-2024 20:31,0,30-10-2024 20:31,,,,,Sales Enablement,LinkedIn,,Demo
Velascos Electric,javier@velascoelectric.com,31-10-2024 17:54,100,,31-10-2024 17:54,,,,Marketplace,,,Approved
Off Grid Energy Solutions LLC dba Aveyo,dave@aveyo.com,31-10-2024 20:21,0,,,,brightstar,,Sales Enablement,,,New
M&H Home Solutions,jbode@mhhomesolutions.com,01-11-2024 16:25,22.22,,,,brightstar,,Sales Enablement,,,Won
Current Home,customer@currenthome.com,01-11-2024 20:00,0,01-11-2024 20:00,,,,Service Finance/BrightStar,Sales Enablement,Partnership,,Demo
Gott Energy,customer@gottenergy.com,01-11-2024 20:46,0,01-11-2024 20:46,,,,Scanifly,Sales Enablement,Partnership,,Demo
Empire Home Pros,leviton@empiresra.com,04-11-2024 16:01,0,04-11-2024 16:01,,,,,Sales Enablement,,,Demo
Health Quality Systems,maldonado@safealarmpr.com,04-11-2024 16:08,100,,,04-12-2023 17:39,solrite,Ryan Higgins,Sales Enablement,Referral,Jeff Darling(jdarling@subcontractorhub.com),Onboarding
Groundup Solar & Electrical LLC,raquel.groundup@gmail.com,05-11-2024 17:21,0,05-11-2024 17:21,,,,,Sales Enablement,,,Demo
Apex Solar Solutions,customer@apex.com,05-11-2024 17:42,0,05-11-2024 17:42,,,,,Sales Enablement,Website,,Demo
Momentum Solar,tom.halmos@momentumsolar.com,05-11-2024 19:00,0,,,,,,Sales Enablement,,,New
Empwr Solar,robbyedge@empwrsolar.com,06-11-2024 22:47,0,,,,,,Sales Enablement,,,New
Sunlight,admin@sunlight4solar.com,07-11-2024 02:51,0,,,,,,Sales Enablement,,,New
